Disease Name,TreeNumber
Pulmonary Infarction,C08.381.746.500
Pulmonary Infarction,C14.907.355.350.700.500
Pulmonary Infarction,C23.550.513.355.875
Pulmonary Infarction,C23.550.717.489.875
Ischemic Contracture,C05.550.323.734
Ischemic Contracture,C05.651.180.531
Ischemic Contracture,C05.651.197.734
Ischemic Contracture,C14.907.303.531
Deaf-Blind Disorders,C09.218.458.341.186.500
Deaf-Blind Disorders,C10.597.751.418.341.186.500
Deaf-Blind Disorders,C10.597.751.941.162.625
Deaf-Blind Disorders,C11.966.075.375
Deaf-Blind Disorders,C16.131.077.299
Deaf-Blind Disorders,C23.888.592.763.393.341.186.500
Deaf-Blind Disorders,C23.888.592.763.941.162.625
"Leukemia, Large Granular Lymphocytic",C04.557.337.428.580.049
"Leukemia, Large Granular Lymphocytic",C15.378.508.428.580.049
"Leukemia, Large Granular Lymphocytic",C15.604.515.560.575.049
"Leukemia, Large Granular Lymphocytic",C20.683.515.528.582.049
Dihydropyrimidine Dehydrogenase Deficiency,C16.320.565.798.183
Dihydropyrimidine Dehydrogenase Deficiency,C18.452.648.798.183
Livedo Reticularis,C14.907.355.830.573.500
Livedo Reticularis,C14.907.617.625
Livedo Reticularis,C17.800.862.406.500
Livedo Reticularis,C23.888.885.437
Multiple Acyl Coenzyme A Dehydrogenase Deficiency,C16.320.565.100.614
Multiple Acyl Coenzyme A Dehydrogenase Deficiency,C18.452.648.100.614
Multiple Acyl Coenzyme A Dehydrogenase Deficiency,C18.452.660.612
Postthrombotic Syndrome,C14.907.355.830.925.462
Postthrombotic Syndrome,C14.907.952.880
Mevalonate Kinase Deficiency,C10.228.140.163.100.593
Mevalonate Kinase Deficiency,C15.378.147.542.319
Mevalonate Kinase Deficiency,C16.320.382.750
Mevalonate Kinase Deficiency,C16.320.565.189.593
Mevalonate Kinase Deficiency,C16.320.565.663.430
Mevalonate Kinase Deficiency,C18.452.132.100.593
Mevalonate Kinase Deficiency,C18.452.648.189.593
Mevalonate Kinase Deficiency,C18.452.648.663.430
Mevalonate Kinase Deficiency,C20.683.460.319
Vascular Malformations,C14.240.850
Vascular Malformations,C16.131.240.850
Vein of Galen Malformations,C10.228.140.300.520.500
Vein of Galen Malformations,C10.500.190.500.500
Vein of Galen Malformations,C14.240.850.750.295.500
Vein of Galen Malformations,C14.240.850.875.500.500
Vein of Galen Malformations,C14.907.150.295.500
Vein of Galen Malformations,C14.907.253.560.400.500
Vein of Galen Malformations,C16.131.240.850.750.295.500
Vein of Galen Malformations,C16.131.240.850.875.500.500
Vein of Galen Malformations,C16.131.666.190.500.500
"Malformations of Cortical Development, Group II",C10.500.507.450
"Malformations of Cortical Development, Group II",C16.131.666.507.450
Lissencephaly,C10.500.507.450.499
Lissencephaly,C16.131.666.507.450.499
Ectopia Cordis,C14.240.400.422
Ectopia Cordis,C16.131.240.400.422
Myocardial Bridging,C14.240.400.210.500
Myocardial Bridging,C14.280.400.210.500
Myocardial Bridging,C16.131.240.400.210.500
Periventricular Nodular Heterotopia,C10.500.507.450.750
Periventricular Nodular Heterotopia,C16.131.666.507.450.750
"Foramen Ovale, Patent",C14.240.400.560.375.258
"Foramen Ovale, Patent",C14.280.400.560.375.258
"Foramen Ovale, Patent",C16.131.240.400.560.375.258
"Thrombocytopenia, Neonatal Alloimmune",C15.378.140.855.850
"Thrombocytopenia, Neonatal Alloimmune",C15.378.243.937.850
"Thrombocytopenia, Neonatal Alloimmune",C16.614.899
Arachnodactyly,C05.660.585.174
Arachnodactyly,C16.131.621.585.174
"Sinus Arrest, Cardiac",C14.280.067.093.500
"Sinus Arrest, Cardiac",C23.550.073.093.500
"Tachycardia, Reciprocating",C14.280.067.845.787
"Tachycardia, Reciprocating",C14.280.123.875.787
"Tachycardia, Reciprocating",C23.550.073.845.787
Ventricular Flutter,C14.280.067.961
Ventricular Flutter,C23.550.073.961
"Heart Failure, Systolic",C14.280.434.676
"Heart Failure, Diastolic",C14.280.434.611
Systolic Murmurs,C23.888.447.500
"Angioedemas, Hereditary",C14.907.079.500
"Angioedemas, Hereditary",C16.320.798.500.500
"Angioedemas, Hereditary",C17.800.862.945.066.500
"Angioedemas, Hereditary",C20.543.480.904.066.500
"Angioedemas, Hereditary",C20.673.795.500.500
Precursor Cell Lymphoblastic Leukemia-Lymphoma,C04.557.337.428.600
Precursor Cell Lymphoblastic Leukemia-Lymphoma,C15.378.508.428.600
Precursor Cell Lymphoblastic Leukemia-Lymphoma,C15.604.515.560.600
Precursor Cell Lymphoblastic Leukemia-Lymphoma,C20.683.515.528.600
Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,C04.557.337.428.600.620
Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,C15.378.508.428.600.620
Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,C15.604.515.560.600.620
Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,C20.683.515.528.600.620
"Neoplasms, Plasma Cell",C04.557.595
Malformations of Cortical Development,C10.500.507
Malformations of Cortical Development,C16.131.666.507
Classical Lissencephalies and Subcortical Band Heterotopias,C10.500.507.450.230
Classical Lissencephalies and Subcortical Band Heterotopias,C10.500.507.450.499.230
Classical Lissencephalies and Subcortical Band Heterotopias,C16.131.666.507.450.230
Classical Lissencephalies and Subcortical Band Heterotopias,C16.131.666.507.450.499.230
Classical Lissencephalies and Subcortical Band Heterotopias,C16.320.322.500.186
Cobblestone Lissencephaly,C10.500.507.450.499.249
Cobblestone Lissencephaly,C16.131.666.507.450.249
Cobblestone Lissencephaly,C16.131.666.507.450.499.249
Vesicular Stomatitis,C01.925.782.580.830.825
Vesicular Stomatitis,C07.465.864.968
Vesicular Stomatitis,C22.952
Buruli Ulcer,C01.150.252.410.040.552.475.247
Buruli Ulcer,C17.800.893.295
No-Reflow Phenomenon,C23.550.513.677
Marchiafava-Bignami Disease,C10.228.140.163.510
Marchiafava-Bignami Disease,C10.314.475
Sertoli Cell-Only Syndrome,C12.100.500.430.754
Sertoli Cell-Only Syndrome,C12.100.750.700.754
Sertoli Cell-Only Syndrome,C12.200.294.430.754
"Solitary Fibrous Tumor, Pleural",C04.557.450.565.590.797.750
"Solitary Fibrous Tumor, Pleural",C04.588.894.797.640.800
Solitary Fibrous Tumors,C04.557.450.565.590.797
"Lymphoma, Extranodal NK-T-Cell",C04.557.386.480.750.199
"Leukemia, Prolymphocytic, B-Cell",C04.557.337.428.080.562
"Leukemia, Prolymphocytic, B-Cell",C04.557.337.428.565.745
"Leukemia, Prolymphocytic, B-Cell",C15.378.508.428.080.562
"Leukemia, Prolymphocytic, B-Cell",C15.378.508.428.565.745
"Leukemia, Prolymphocytic, B-Cell",C15.604.515.560.080.562
"Leukemia, Prolymphocytic, B-Cell",C15.604.515.560.550.745
"Leukemia, Prolymphocytic, B-Cell",C20.683.515.528.080.562
"Leukemia, Prolymphocytic, B-Cell",C20.683.515.528.565.745
"Leukemia, Myelomonocytic, Juvenile",C04.557.337.539.525
"Leukemia, Myelomonocytic, Juvenile",C15.378.190.615.520
"Leukemia, Myelomonocytic, Juvenile",C15.378.508.539.525
Myelodysplastic-Myeloproliferative Diseases,C15.378.190.615
"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative",C04.557.337.539.300
"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative",C15.378.190.615.500
"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative",C15.378.508.539.300
"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative",C23.550.291.500.493
"Lymphoma, Primary Cutaneous Anaplastic Large Cell",C04.557.386.480.750.800.507
"Lymphoma, Primary Cutaneous Anaplastic Large Cell",C15.604.515.569.480.750.800.507
"Lymphoma, Primary Cutaneous Anaplastic Large Cell",C20.683.515.761.480.750.800.507
Trichothiodystrophy Syndromes,C16.131.077.899
Trichothiodystrophy Syndromes,C16.131.831.874
Trichothiodystrophy Syndromes,C16.320.850.895
Trichothiodystrophy Syndromes,C17.800.804.874
Trichothiodystrophy Syndromes,C17.800.827.895
Chloracne,C17.800.030.575
Acute Radiation Syndrome,C26.733.188
Persistent Hyperplastic Primary Vitreous,C11.250.616
Persistent Hyperplastic Primary Vitreous,C16.131.384.725
Vulvar Vestibulitis,C12.050.351.500.944.902.368
Vulvar Vestibulitis,C12.100.250.944.902.368
Orbital Cellulitis,C11.675.387
Orbital Cellulitis,C17.300.185.500
Atrioventricular Block,C14.280.067.558.230
Atrioventricular Block,C14.280.123.500.230
Atrioventricular Block,C23.550.073.425.062
Neuroacanthocytosis,C10.228.662.262.249.937
Neuroacanthocytosis,C16.320.400.550
Takotsubo Cardiomyopathy,C14.280.238.906
Takotsubo Cardiomyopathy,C14.280.945.900.500
Venous Thromboembolism,C14.907.355.590.700
Hyperphosphatemia,C18.452.750.199
"Lymphoma, Primary Effusion",C04.557.386.480.150.592
"Lymphoma, Primary Effusion",C15.604.515.569.480.150.592
"Lymphoma, Primary Effusion",C20.683.515.761.480.150.592
"Mastocytoma, Skin",C04.557.450.565.465.249.500
"Mastocytoma, Skin",C04.557.450.565.465.500.500
"Mastocytoma, Skin",C04.588.805.309.500
"Mastocytoma, Skin",C17.800.882.356.500
"Mastocytoma, Skin",C20.762.750.469.500
"Mastocytoma, Skin",C20.762.750.563.500
"Dendritic Cell Sarcoma, Interdigitating",C04.557.227.199
"Dendritic Cell Sarcoma, Interdigitating",C15.604.250.390.199
"Dendritic Cell Sarcoma, Follicular",C04.557.227.190
"Dendritic Cell Sarcoma, Follicular",C15.604.250.390.190
Histiocytic Sarcoma,C04.557.227.380
Histiocytic Sarcoma,C15.604.250.390.380
Langerhans Cell Sarcoma,C04.557.227.500
Langerhans Cell Sarcoma,C15.604.250.390.500
Osteophyte,C05.116.540.310.800
Malignant Atrophic Papulosis,C14.907.137.520
Malignant Atrophic Papulosis,C14.907.940.530
Malignant Atrophic Papulosis,C17.800.862.457
Jacobsen Distal 11q Deletion Syndrome,C15.378.140.855.440
Jacobsen Distal 11q Deletion Syndrome,C15.378.243.937.440
Jacobsen Distal 11q Deletion Syndrome,C16.131.260.440
Jacobsen Distal 11q Deletion Syndrome,C16.320.180.440
Wolf-Hirschhorn Syndrome,C16.131.077.944
Wolf-Hirschhorn Syndrome,C16.131.260.985
Wolf-Hirschhorn Syndrome,C16.320.180.985
Aspartylglucosaminuria,C16.320.565.595.100
Aspartylglucosaminuria,C18.452.648.595.100
Antley-Bixler Syndrome Phenotype,C05.116.099.370.894.115
Antley-Bixler Syndrome Phenotype,C05.660.906.181
Antley-Bixler Syndrome Phenotype,C16.131.621.906.181
Antley-Bixler Syndrome Phenotype,C16.320.565.925.324
Antley-Bixler Syndrome Phenotype,C18.452.648.925.324
Extensively Drug-Resistant Tuberculosis,C01.150.252.410.040.552.846.775.500
Primary Dysautonomias,C10.177.575
Pure Autonomic Failure,C10.177.575.650
Orthostatic Intolerance,C10.177.575.600
Orthostatic Intolerance,C23.888.592.610
Postural Orthostatic Tachycardia Syndrome,C10.177.575.600.625
Perivascular Epithelioid Cell Neoplasms,C04.557.450.692
Pallister-Hall Syndrome,C04.445.622
Pallister-Hall Syndrome,C04.588.614.250.195.885.500.299
Pallister-Hall Syndrome,C05.660.585.600.374
Pallister-Hall Syndrome,C10.228.140.211.885.500.299
Pallister-Hall Syndrome,C10.228.140.617.477.299
Pallister-Hall Syndrome,C10.551.240.250.700.500.249
Pallister-Hall Syndrome,C16.131.077.690
Pallister-Hall Syndrome,C16.131.621.585.600.374
Idiopathic Interstitial Pneumonias,C08.381.483.652.500.750
Nephrogenic Fibrosing Dermopathy,C17.800.553
Nephrogenic Fibrosing Dermopathy,C23.550.355.550
Idiopathic Pulmonary Fibrosis,C08.381.483.652.500
Anthracosis,C08.381.483.581.062
Anthracosis,C08.381.520.702.062
Spondylosis,C05.116.900.938
Posterior Cervical Sympathetic Syndrome,C05.116.900.596
"Osteoarthritis, Spine",C05.116.900.853.625.399
"Osteoarthritis, Spine",C05.550.114.606.750
"Osteoarthritis, Spine",C05.550.114.865.399
"Osteoarthritis, Spine",C05.799.613.750
Primary Graft Dysfunction,C14.907.725.675
Primary Graft Dysfunction,C23.550.767.877.750
Osteochondrosis,C05.116.821
Spinal Osteochondrosis,C05.116.821.500
Spinal Osteochondrosis,C05.116.900.808
Campomelic Dysplasia,C05.660.142
Campomelic Dysplasia,C16.131.621.142
Tracheobronchomalacia,C05.182.895
Tracheobronchomalacia,C08.127.719
Tracheobronchomalacia,C08.907.796
Tracheobronchomalacia,C16.131.621.953
Tracheobronchomalacia,C17.300.182.895
Tracheomalacia,C05.182.895.500
Tracheomalacia,C08.907.796.500
Tracheomalacia,C16.131.621.953.500
Tracheomalacia,C17.300.182.895.500
Bronchomalacia,C05.182.895.249
Bronchomalacia,C08.127.719.500
Bronchomalacia,C16.131.621.953.249
Bronchomalacia,C17.300.182.895.249
Laryngomalacia,C05.182.310
Laryngomalacia,C08.360.563
Laryngomalacia,C09.400.563
Laryngomalacia,C16.131.621.568
Laryngomalacia,C17.300.182.310
Periodontal Atrophy,C07.465.714.354
Failed Back Surgery Syndrome,C23.550.767.225
Failed Back Surgery Syndrome,C23.888.592.612.107.200
Pyometra,C12.050.351.500.852.544
Pyometra,C12.100.250.852.544
Chronic Periodontitis,C07.465.714.533.324
Chronic Periodontitis,C23.550.291.500.313
Dysphonia,C08.360.940.325
Dysphonia,C09.400.940.325
Dysphonia,C10.597.975.325
Dysphonia,C23.888.592.979.325
Delayed Emergence from Anesthesia,C23.550.767.137
Adenomyoepithelioma,C04.557.435.108
Lung Injury,C08.381.520
Lung Injury,C26.891.554
Acute Lung Injury,C08.381.520.500
Ventilator-Induced Lung Injury,C08.381.520.750
Neurogenic Bowel,C06.405.469.158.272.804
Catheter-Related Infections,C01.195
Macrophage Activation Syndrome,C20.683.515.800
"Bulbo-Spinal Atrophy, X-Linked",C10.228.854.468.399
"Bulbo-Spinal Atrophy, X-Linked",C10.574.500.175
"Bulbo-Spinal Atrophy, X-Linked",C10.574.562.500.374
"Bulbo-Spinal Atrophy, X-Linked",C10.668.467.500.186
"Bulbo-Spinal Atrophy, X-Linked",C16.320.322.076
"Bulbo-Spinal Atrophy, X-Linked",C16.320.400.100
Morgellons Disease,C17.800.518
delta-Thalassemia,C15.378.050.141.150.875.575
delta-Thalassemia,C15.378.420.826.200
delta-Thalassemia,C16.320.070.875.575
delta-Thalassemia,C16.320.365.826.575
Farber Lipogranulomatosis,C10.228.140.163.100.435.825.250
Farber Lipogranulomatosis,C16.320.565.189.435.825.250
Farber Lipogranulomatosis,C16.320.565.398.641.803.325
Farber Lipogranulomatosis,C16.320.565.595.554.825.250
Farber Lipogranulomatosis,C18.452.132.100.435.825.250
Farber Lipogranulomatosis,C18.452.584.563.641.803.325
Farber Lipogranulomatosis,C18.452.648.189.435.825.250
Farber Lipogranulomatosis,C18.452.648.398.641.803.325
Farber Lipogranulomatosis,C18.452.648.595.554.825.250
"Pancreatitis, Graft",C06.689.750.860
Multiple Pulmonary Nodules,C04.588.894.797.520.237
Multiple Pulmonary Nodules,C08.381.540.148
Multiple Pulmonary Nodules,C08.785.520.148
Orbital Myositis,C05.651.594.728
Orbital Myositis,C10.668.491.562.537
Orbital Myositis,C11.675.426
"Keratosis, Actinic",C04.834.450
"Keratosis, Actinic",C17.800.428.570
Gray Platelet Syndrome,C15.378.140.427
Gray Platelet Syndrome,C16.320.099.417
Muir-Torre Syndrome,C04.588.805.578.500
Muir-Torre Syndrome,C04.700.250.500.500
Muir-Torre Syndrome,C16.320.700.250.500.500
Muir-Torre Syndrome,C17.800.794.712.500
Muir-Torre Syndrome,C17.800.827.610
Muir-Torre Syndrome,C17.800.882.712.500
Purpura Fulminans,C15.378.100.802.230
Purpura Fulminans,C23.550.414.950.230
Purpura Fulminans,C23.888.885.687.230
Acrocallosal Syndrome,C10.500.034.500
Acrocallosal Syndrome,C16.131.666.034.500
Refeeding Syndrome,C18.654.521.687
Primary Myelofibrosis,C15.378.190.636.765
Pulmonary Aspergillosis,C01.150.703.080.768
Pulmonary Aspergillosis,C01.150.703.534.850
Pulmonary Aspergillosis,C08.381.472.850
Invasive Pulmonary Aspergillosis,C01.150.703.080.768.750
Invasive Pulmonary Aspergillosis,C01.150.703.492.688
Invasive Pulmonary Aspergillosis,C01.150.703.534.850.750
Invasive Pulmonary Aspergillosis,C08.381.472.850.750
Small Cell Lung Carcinoma,C04.588.894.797.520.109.220.624
Small Cell Lung Carcinoma,C08.381.540.140.750
Small Cell Lung Carcinoma,C08.785.520.100.220.750
Meningeal Carcinomatosis,C04.588.614.250.580.150
Meningeal Carcinomatosis,C10.551.240.500.150
"Reticuloendotheliosis, Avian",C01.925.744
"Reticuloendotheliosis, Avian",C22.131.780
Lynch Syndrome II,C04.700.250.500
Lynch Syndrome II,C16.320.700.250.500
"Nevus, Halo",C04.557.665.560.580
Loeys-Dietz Syndrome,C05.660.207.532
Loeys-Dietz Syndrome,C14.907.055.239.587
Loeys-Dietz Syndrome,C14.907.109.139.587
Loeys-Dietz Syndrome,C16.131.077.537
Loeys-Dietz Syndrome,C16.320.510
Sarcopenia,C10.597.613.612.500
Sarcopenia,C23.300.070.500.500
Sarcopenia,C23.888.592.608.612.500
Vasa Previa,C12.050.703.420.952
Cogan Syndrome,C10.292.910.299
Cogan Syndrome,C11.180
Cogan Syndrome,C14.907.940.320
Microscopic Polyangiitis,C10.228.140.300.275.600
Microscopic Polyangiitis,C14.907.253.329.600
Microscopic Polyangiitis,C14.907.940.897.249.500
Microscopic Polyangiitis,C17.800.862.105.750
Microscopic Polyangiitis,C20.111.193.750
Corneal Endothelial Cell Loss,C11.204.278
Corneal Endothelial Cell Loss,C11.300.250
Corneal Endothelial Cell Loss,C23.550.767.093
Corneal Endothelial Cell Loss,C23.888.307.250
Susac Syndrome,C09.218.855
Susac Syndrome,C10.228.140.300.787
Susac Syndrome,C10.597.825
Susac Syndrome,C11.768.400.500
Susac Syndrome,C11.966.858
Susac Syndrome,C14.907.137.780.500
Susac Syndrome,C23.888.307.750
Susac Syndrome,C23.888.592.848
Diffuse Neurofibrillary Tangles with Calcification,C10.228.140.380.254
Diffuse Neurofibrillary Tangles with Calcification,C10.574.945.374
Piriformis Muscle Syndrome,C10.668.829.500.675.399
Piriformis Muscle Syndrome,C10.668.829.550.500
Piriformis Muscle Syndrome,C10.668.829.600.675
Piriformis Muscle Syndrome,C23.888.592.612.664.675
Piriformis Muscle Syndrome,C23.888.592.612.944.750
Intervertebral Disc Degeneration,C05.116.900.153
"Asthma, Aspirin-Induced",C08.127.108.054
"Asthma, Aspirin-Induced",C08.674.095.054
"Asthma, Aspirin-Induced",C20.543.480.149
"Asthma, Aspirin-Induced",C25.100.468.189
Alien Limb Phenomenon,C10.597.606.881.350.099
Alien Limb Phenomenon,C23.888.592.604.882.350.099
Latent Tuberculosis,C01.150.252.410.040.552.846.122
Latent Tuberculosis,C01.550.500
"Leprosy, Paucibacillary",C01.150.252.410.040.552.475.371.850
"Leprosy, Multibacillary",C01.150.252.410.040.552.475.371.775
Commotio Cordis,C14.280.067.441
Commotio Cordis,C26.891.375.750.500
Commotio Cordis,C26.974.250.875.500
Slit Ventricle Syndrome,C23.550.767.884
Slit Ventricle Syndrome,C23.888.592.612.441.500
"Obesity, Abdominal",C18.654.726.750.500.615
"Obesity, Abdominal",C23.888.144.699.500.063
Corpse Dismemberment,C23.550.260.224.200
Corpse Dismemberment,C26.986.111
Acute Generalized Exanthematous Pustulosis,C17.800.174.600.174
Acute Generalized Exanthematous Pustulosis,C20.543.418.075
Acute Generalized Exanthematous Pustulosis,C25.100.468.380.174
Airway Remodeling,C23.300.017
Erythrokeratodermia Variabilis,C16.320.850.337
Erythrokeratodermia Variabilis,C17.800.229.606
Erythrokeratodermia Variabilis,C17.800.428.304
Erythrokeratodermia Variabilis,C17.800.827.337
Pagetoid Reticulosis,C04.557.386.480.750.800.550.600
Pagetoid Reticulosis,C15.604.515.569.480.750.800.550.600
Pagetoid Reticulosis,C20.683.515.761.480.750.800.550.600
Genu Valgum,C05.116.482
Genu Varum,C05.116.511
Colloid Cysts,C04.182.199
Colloid Cysts,C04.588.614.250.387.200
Colloid Cysts,C10.500.142.200
Colloid Cysts,C10.551.240.375.200
Colloid Cysts,C16.131.666.142.200
Chemical and Drug Induced Liver Injury,C06.552.100
Chemical and Drug Induced Liver Injury,C25.100.562
Chemical and Drug Induced Liver Injury,C25.723.260
"Chemical and Drug Induced Liver Injury, Chronic",C06.552.100.200
"Chemical and Drug Induced Liver Injury, Chronic",C23.550.291.500.266
"Chemical and Drug Induced Liver Injury, Chronic",C25.100.562.200
"Chemical and Drug Induced Liver Injury, Chronic",C25.723.260.200
Acute Chest Syndrome,C08.381.074
Acute Chest Syndrome,C08.618.009
Acute Chest Syndrome,C15.378.050.141.150.150.219
Acute Chest Syndrome,C15.378.420.155.219
Acute Chest Syndrome,C16.320.070.150.219
Acute Chest Syndrome,C16.320.365.155.219
Cryopyrin-Associated Periodic Syndromes,C16.320.382.500
Cryopyrin-Associated Periodic Syndromes,C17.800.827.368.500
Cryopyrin-Associated Periodic Syndromes,C17.800.862.945.533.500.500
Cryopyrin-Associated Periodic Syndromes,C17.800.862.945.766.500
Cryopyrin-Associated Periodic Syndromes,C20.543.480.904.533.500.500
Cryopyrin-Associated Periodic Syndromes,C20.543.480.904.766.500
Cryopyrin-Associated Periodic Syndromes,C23.550.291.500.360.500.500
Peritoneal Fibrosis,C06.844.610
Peritoneal Fibrosis,C23.550.355.625
Systemic Vasculitis,C14.907.940.897
Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,C14.907.940.897.249
Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,C17.800.862.105
Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,C20.111.193
Vulvodynia,C12.050.351.500.944.951
Vulvodynia,C12.100.250.944.951
Rheumatoid Vasculitis,C05.550.114.154.728
Rheumatoid Vasculitis,C05.799.114.728
Rheumatoid Vasculitis,C14.907.940.897.750
Rheumatoid Vasculitis,C17.300.775.099.728
Rheumatoid Vasculitis,C20.111.199.581
Hereditary Autoinflammatory Diseases,C16.320.382
Hereditary Autoinflammatory Diseases,C17.800.827.368
Yellow Nail Syndrome,C16.320.962
Yellow Nail Syndrome,C17.800.529.819
Yellow Nail Syndrome,C17.800.621.968
Yellow Nail Syndrome,C23.300.820.500
Costello Syndrome,C05.660.207.219
Costello Syndrome,C16.131.077.256
Costello Syndrome,C16.320.188
Propionic Acidemia,C16.320.565.100.823
Propionic Acidemia,C18.452.648.100.823
"von Willebrand Disease, Type 1",C15.378.100.100.900.100
"von Willebrand Disease, Type 1",C15.378.100.141.900.100
"von Willebrand Disease, Type 1",C15.378.463.920.100
"von Willebrand Disease, Type 1",C16.320.099.920.100
"von Willebrand Disease, Type 2",C15.378.100.100.900.200
"von Willebrand Disease, Type 2",C15.378.100.141.900.200
"von Willebrand Disease, Type 2",C15.378.463.920.200
"von Willebrand Disease, Type 2",C16.320.099.920.200
"von Willebrand Disease, Type 3",C15.378.100.100.900.300
"von Willebrand Disease, Type 3",C15.378.100.141.900.300
"von Willebrand Disease, Type 3",C15.378.463.920.300
"von Willebrand Disease, Type 3",C16.320.099.920.300
Silver-Russell Syndrome,C05.660.207.925
Silver-Russell Syndrome,C16.131.077.855
Silver-Russell Syndrome,C16.131.260.870
Silver-Russell Syndrome,C16.320.180.870
Silver-Russell Syndrome,C16.320.240.937
Silver-Russell Syndrome,C16.320.447.750
Donohue Syndrome,C05.660.207.325
Donohue Syndrome,C16.131.077.313
Donohue Syndrome,C16.320.215
Donohue Syndrome,C18.452.394.750.654
Donohue Syndrome,C19.246.537
Prolidase Deficiency,C16.131.077.735
Prolidase Deficiency,C16.131.831.720
Prolidase Deficiency,C16.320.565.100.794
Prolidase Deficiency,C16.320.850.746
Carney Complex,C04.557.450.565.550.312
Carney Complex,C04.588.894.309.500
Carney Complex,C14.280.459.500
Carney Complex,C16.131.077.229
Carney Complex,C16.131.831.108
Monilethrix,C16.131.077.592
Monilethrix,C16.320.850.647
Monilethrix,C17.800.329.984
Monilethrix,C17.800.827.602
Autoimmune Lymphoproliferative Syndrome,C15.604.515.138
Autoimmune Lymphoproliferative Syndrome,C16.320.089
Autoimmune Lymphoproliferative Syndrome,C20.111.288
Autoimmune Lymphoproliferative Syndrome,C20.683.515.124
Giant Axonal Neuropathy,C10.500.300.490
Giant Axonal Neuropathy,C10.574.500.495.490
Giant Axonal Neuropathy,C10.668.829.325
Giant Axonal Neuropathy,C10.668.829.800.300.490
Giant Axonal Neuropathy,C16.131.666.300.490
Giant Axonal Neuropathy,C16.320.400.375.490
Alstrom Syndrome,C10.500.300.099
Alstrom Syndrome,C10.574.500.495.099
Alstrom Syndrome,C10.668.829.800.300.099
Alstrom Syndrome,C11.270.684.249
Alstrom Syndrome,C16.131.077.245.063
Alstrom Syndrome,C16.131.666.300.099
Alstrom Syndrome,C16.320.184.063
Alstrom Syndrome,C16.320.290.684.249
Alstrom Syndrome,C16.320.400.375.099
Netherton Syndrome,C16.131.077.619
Netherton Syndrome,C16.131.831.512.400.705
Netherton Syndrome,C16.320.850.673
Netherton Syndrome,C16.614.492.400.705
Netherton Syndrome,C17.800.428.333.250.705
Netherton Syndrome,C17.800.804.512.400.705
Netherton Syndrome,C17.800.827.655
Leukoencephalopathies,C10.228.140.695
"Urea Cycle Disorders, Inborn",C10.228.140.163.100.937
"Urea Cycle Disorders, Inborn",C16.320.565.100.940
"Urea Cycle Disorders, Inborn",C16.320.565.189.937
"Urea Cycle Disorders, Inborn",C18.452.132.100.937
"Urea Cycle Disorders, Inborn",C18.452.648.100.940
"Urea Cycle Disorders, Inborn",C18.452.648.189.937
Argininosuccinic Aciduria,C10.228.140.163.100.937.124
Argininosuccinic Aciduria,C16.320.565.100.940.124
Argininosuccinic Aciduria,C16.320.565.189.937.124
Argininosuccinic Aciduria,C18.452.132.100.937.124
Argininosuccinic Aciduria,C18.452.648.100.940.124
Argininosuccinic Aciduria,C18.452.648.189.937.124
Upper Extremity Deep Vein Thrombosis,C14.907.355.830.925.885
Hereditary Angioedema Type III,C14.907.079.500.500
Hereditary Angioedema Type III,C17.800.862.945.066.500.500
Hereditary Angioedema Type III,C20.543.480.904.066.500.500
Hereditary Angioedema Types I and II,C14.907.079.500.750
Hereditary Angioedema Types I and II,C17.800.862.945.066.500.750
Hereditary Angioedema Types I and II,C20.543.480.904.066.500.750
Isolated Noncompaction of the Ventricular Myocardium,C14.240.400.660
Isolated Noncompaction of the Ventricular Myocardium,C14.280.238.281.500
Isolated Noncompaction of the Ventricular Myocardium,C14.280.400.660
Isolated Noncompaction of the Ventricular Myocardium,C16.131.077.477
Isolated Noncompaction of the Ventricular Myocardium,C16.131.240.400.655
Isolated Noncompaction of the Ventricular Myocardium,C16.320.322.370
Central Serous Chorioretinopathy,C11.768.175
Renal Colic,C23.888.592.612.972
Renal Colic,C23.888.721
Weill-Marchesani Syndrome,C05.116.099.343.957
Weill-Marchesani Syndrome,C11.270.921
Weill-Marchesani Syndrome,C16.131.077.941
Weill-Marchesani Syndrome,C16.320.290.842
Weill-Marchesani Syndrome,C17.300.899
Contrecoup Injury,C10.900.300.350.300.250
Contrecoup Injury,C26.224
Contrecoup Injury,C26.915.300.450.500.250
Contrecoup Injury,C26.974.382.200.250
Pelvic Organ Prolapse,C23.300.842.624
Barth Syndrome,C14.240.400.172
Barth Syndrome,C14.280.400.172
Barth Syndrome,C16.131.077.121
Barth Syndrome,C16.131.240.400.172
Barth Syndrome,C16.320.322.068
Barth Syndrome,C16.320.565.398.224
Barth Syndrome,C18.452.584.563.224
Barth Syndrome,C18.452.648.398.224
